1 1E-06 1E-06 1E-06
2 2E-07 0 0
4 1E-06 1E-06 1E-06
8 4.1E-06 4.1E-06 4.1E-06
16 2.46E-05	2.9E-05	2.97E-05
32 0.0001883 0.0002368 0.00024
64 0.0015636 0.0017424 0.0017168
128 0.0125663 0.012297 0.0120918
256 0.1051311 0.0877558 0.0849134
512 0.9975189 0.6285211 0.6390387
1024 8.651359 4.4437119 4.4389773
2048 108.9570995 29.4821381 30.581337
