2	1.000000	1
3	0.437500	1
4	0.480769	1
5	0.465686	1
6	0.373457	1
7	0.304054	1
8	0.315574	1
9	0.229633	1
10	0.196117	1
11	0.213205	1
12	0.214796	1
13	0.194649	1
14	0.198851	1
15	0.222813	1
16	0.188095	1
17	0.219535	1
18	0.185306	1
19	0.184521	1
20	0.205480	1
21	0.192862	1
22	0.197047	1
23	0.189291	1
24	0.180304	1
25	0.179613	1
26	0.175840	1
27	0.181067	1
28	0.175858	1
29	0.189158	1
30	0.181622	1
31	0.184857	1
32	0.178155	1
33	0.174056	1
34	0.173990	1
35	0.172355	1
36	0.179614	1
37	0.181257	1
38	0.175319	1
39	0.173496	1
40	0.176538	1
